id,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,default_profile_image,geo_enabled,profile_use_background_image,profile_background_tile,utc_offset,protected,verified,min_tweet_length,max_tweet_length,avg_tweet_length,min_urls,max_urls,avg_urls,min_hashtags,max_hashtags,avg_hashtags,max_mentions,avg_mentions,max_retweets,avg_retweets,min_favorite,max_favorite,avg_favorite,num_reply,num_retweet,digits_name,digits_screen_name,name_length,screen_name_length,screen_name_length_name_length_ratio,name_contains_bot,screen_name_contains_bot,name_entropy,screen_name_entropy,name_screen_name_lev_sim,description_length,description_contains_bot,profile_has_url,profile_pic_frec,friends_followers_ratio,friends_followers_ratio_beq_50,friends_followers_square_ratio,friends_followers+friends_ratio,2_followers_minus_friends,2_followers_beq_100,lists_followers_ratio,retweet_followers_ratio,favorites_followers_ratio,lists_status_ratio,retweet_status_ratio,favorites_status_ratio,reply_status_ratio,avg_urls_status_ratio,avg_mentions_status_ratio,avg_favorite_status_ratio,account_age,followers_account_age_ratio,friends_account_age_ratio,statuses_account_age_ratio,favourites_account_age_ratio,lists_account_age_ratio,class_bot
546096491,41561,1285,715,17380,1,0,0,1,1,1,28800,0,0,1,144,62.94700961,0,2,0.087697552,0,6,0.014564611,10,0.599938023,100418,66.19677719,0,34,2.01394484,1145,260,0,0,5,9,1.8,0,0,2.321928095,3.169925001,0.714285714,12,0,0,1,0.556420233,0,0.555555556,0.3575,1855,1,0.00077821,0.20233463,13.52529183,2.41E-05,0.006255865,0.418180506,0.027549866,2.11E-06,1.44E-05,4.85E-05,81671,0.015733859,0.008754638,0.508883202,0.212805035,1.22E-05,0
546312443,3101,126,158,179,1,0,0,0,1,1,7200,0,0,3,150,61.59346272,0,1,0.030643514,0,11,0.098059244,6,0.780728635,104079,559.9400749,0,19,0.095335376,915,1144,0,2,6,10,1.666666667,0,0,2.584962501,3.121928095,0.625,1,0,0,1,1.253968254,0,1.274193548,0.556338028,94,1,0.007936508,9.079365079,1.420634921,0.000322477,0.368913254,0.057723315,0.295066108,9.88E-06,0.000251767,3.07E-05,81665,0.001542889,0.001934733,0.037972204,0.002191881,1.22E-05,0
546533556,11864,583,407,2007,0,0,0,1,1,1,-10800,0,0,0,149,54.69453076,0,2,0.09073959,0,6,0.241143567,6,0.521131137,228496,1431.839652,0,36,0.071783717,566,627,2,0,16,9,0.5625,0,0,3.327819531,2.947702779,0.32,65,0,1,1,0.698113208,0,0.700516351,0.411111111,759,1,0,1.075471698,3.442538593,0,0.052848955,0.169167229,0.04770735,7.65E-06,4.39E-05,6.05E-06,81661,0.007139271,0.004984019,0.14528355,0.024577216,0,0
547900413,24580,1057,484,3245,6,0,0,0,1,1,-25200,0,0,0,148,83.25289878,0,2,0.061736133,0,6,0.104356001,9,0.534942024,599503,6903.546851,0,242,0.415543717,720,752,0,0,18,13,0.722222222,0,0,3.038562336,3.39274741,0.193548387,22,0,1,1,0.457899716,0,0.457034939,0.314081765,1630,1,0.005676443,0.711447493,3.070009461,0.000244101,0.030593979,0.132017901,0.029292107,2.51E-06,2.18E-05,1.69E-05,81621,0.012950099,0.005929846,0.301147989,0.039756925,7.35E-05,0
548855295,6287,481,470,11023,1,0,0,1,1,1,-14400,0,0,0,152,63.79544015,0,1,0.099113363,0,27,0.133628879,7,0.949335022,159781,1159.79259,0,93,1.368271058,962,1227,0,0,9,11,1.222222222,0,0,2.947702779,3.095795255,0.8,18,0,0,1,0.977130977,0,0.973084886,0.494216614,492,1,0.002079002,2.550935551,22.91683992,0.000159058,0.195164625,1.753300461,0.153014156,1.58E-05,0.000151,0.000217635,81592,0.005895186,0.005760369,0.077054123,0.135099029,1.23E-05,0
548938182,64168,393,195,34711,5,0,0,0,1,1,-36000,0,0,0,144,64.91998755,0,2,0.038916563,0,5,0.070672478,8,0.584993773,184825,814.0560399,0,5,0.229140722,973,700,0,0,5,12,2.4,0,0,1.921928095,3.084962501,0.117647059,78,0,1,1,0.496183206,0,0.493670886,0.331632653,591,1,0.012722646,1.781170483,88.32315522,7.79E-05,0.010908864,0.540939409,0.015163321,6.06E-07,9.12E-06,3.57E-06,81590,0.004816767,0.002389999,0.78646893,0.425432038,6.13E-05,0
549181062,4366,723,487,192,1,0,0,1,1,1,28800,0,0,0,152,71.45870946,0,1,0.398863256,0,11,0.335005015,7,0.580742227,5647,82.6486125,0,7,0.05115346,193,750,0,0,17,14,0.823529412,0,0,3.616874606,3.182005815,0.322580645,31,0,1,1,0.673582296,0,0.675450763,0.402479339,959,1,0.001383126,1.037344398,0.265560166,0.000229043,0.171781951,0.04397618,0.044205222,9.14E-05,0.000133015,1.17E-05,81581,0.008862358,0.005969527,0.053517363,0.002353489,1.23E-05,0
549416195,6497,513,968,1312,0,0,0,1,1,0,-14400,0,0,0,152,56.56449553,0,1,0.072158365,0,4,0.090357599,7,0.687420179,373329,1253.287037,0,8,0.074074074,277,1661,0,0,11,10,0.909090909,0,0,3.277613437,3.121928095,0.19047619,1,0,1,1,1.886939571,0,1.87961165,0.653612424,58,1,0,3.237816764,2.557504873,0,0.255656457,0.201939357,0.042635062,1.11E-05,0.000105806,1.14E-05,81573,0.006288846,0.011866672,0.079646452,0.016083753,0,0
549549339,6962,237,100,3503,1,0,0,1,1,0,-18000,0,0,0,148,74.12558722,0,1,0.03319762,0,2,0.009708738,4,0.785155027,242710,2064.836517,0,22,0.427184466,295,2074,0,0,6,13,2.166666667,0,0,1.918295834,2.199687795,0.631578947,59,0,0,1,0.421940928,0,0.418410042,0.296735905,374,1,0.004219409,8.751054852,14.78059072,0.000143637,0.297902901,0.503160011,0.042372881,4.77E-06,0.000112777,6.14E-05,81572,0.002905409,0.001225911,0.085347913,0.042943657,1.23E-05,0
551611541,3717,255,225,3432,1,1,0,1,1,0,-25200,0,0,0,146,68.54650437,0,1,0.110174782,0,11,0.264357054,10,1.423220974,32336,40.8701623,0,6,0.662297129,2096,93,0,0,14,10,0.714285714,0,0,3.039148672,3.121928095,0.5,32,0,1,1,0.882352941,0,0.889328063,0.46875,285,1,0.003921569,0.364705882,13.45882353,0.000269034,0.025020178,0.923325262,0.563895615,2.96E-05,0.000382895,0.000178181,81513,0.003128335,0.002760296,0.045600088,0.042103714,1.23E-05,0
551659692,604,27,46,75,0,0,0,0,1,1,-1759.32341,0,0,10,144,78.08040201,0,2,0.018425461,0,2,0.067001675,4,0.155778894,35267,154.5427136,0,3,0.150753769,53,27,0,0,11,10,0.909090909,0,0,3.459431619,2.846439345,0.285714286,53,0,0,1,1.703703704,0,1.84,0.630136986,8,0,0,1,2.777777778,0,0.044701987,0.124172185,0.087748344,3.05E-05,0.000257912,0.000249592,81514,0.000331231,0.00056432,0.00740977,0.000920087,0,0
551752143,17390,378,251,14535,0,0,0,1,1,0,-25200,0,0,0,148,49.73951435,0,2,0.0700883,0,3,0.026490066,6,0.567880795,272203,2635.972406,0,3,0.103752759,166,721,0,0,1,7,7,0,0,0,2.521640636,0,1,0,0,1,0.664021164,0,0.667553191,0.399046105,505,1,0,1.907407407,38.45238095,0,0.04146061,0.835825187,0.009545716,4.03E-06,3.27E-05,5.97E-06,81511,0.004637411,0.003079339,0.213345438,0.178319491,0,0
551846148,4692,458,603,1832,9,0,0,1,1,1,46800,0,0,0,152,75.75592269,0,4,0.08042394,0,5,0.1159601,8,1.190461347,32466,25.77680798,0,34,0.89713217,1963,205,0,2,13,10,0.769230769,0,0,3.546593564,3.121928095,0.695652174,79,0,1,1,1.316593886,0,1.322368421,0.568331762,313,1,0.019650655,0.447598253,4,0.001918159,0.04369139,0.390451833,0.418371697,1.71E-05,0.000253722,0.000191205,81508,0.00561908,0.007398047,0.057564902,0.022476321,0.000110419,0
552147716,9565,2850,1777,572,2,0,0,1,0,1,-25200,0,0,0,148,72.83603998,0,2,0.145846346,0,5,0.349469082,6,1.051842598,657401,23468.88445,0,30,0.09868832,883,1362,1,0,11,12,1.090909091,0,0,3.277613437,3.084962501,0.260869565,42,0,0,1,0.623508772,0,0.623946629,0.38405014,3923,1,0.000701754,0.477894737,0.200701754,0.000209096,0.142394145,0.059801359,0.092315734,1.52E-05,0.000109968,1.03E-05,81499,0.034969754,0.021803949,0.117363403,0.007018491,2.45E-05,0
552954961,85215,639,38,16625,6,0,0,1,1,1,-25200,0,0,0,148,68.21575342,0,2,0.038293898,0,5,0.012141968,4,0.314445828,48077,172.0507472,0,8,0.163138232,581,361,0,2,5,14,2.8,0,0,2.321928095,3.324862958,0.526315789,14,0,0,1,0.059467919,0,0.059654631,0.056129985,1240,1,0.009389671,0.564945227,26.0172144,7.04E-05,0.004236343,0.19509476,0.006818048,4.49E-07,3.69E-06,1.91E-06,81476,0.0078428,0.000466395,1.045890814,0.204047818,7.36E-05,0
553317912,3621,73,71,156,0,0,0,0,1,1,-25200,0,0,0,152,52.79436887,0,2,0.143625435,0,4,0.10313192,7,0.600126542,107378,1251.825688,0,15,0.111673521,444,1108,0,0,5,6,1.2,0,0,2.321928095,2.584962501,0.545454545,44,0,0,1,0.97260274,0,0.946666667,0.493055556,75,1,0,15.17808219,2.136986301,0,0.30599282,0.043082022,0.122618061,3.97E-05,0.000165735,3.08E-05,81467,0.000896068,0.000871519,0.044447445,0.001914886,0,0
554002998,1355,69,533,657,0,0,0,0,0,0,-25200,0,0,0,152,81.87240356,0,1,0.043768546,0,11,1.195845697,7,0.787833828,76461,179.0511869,0,4,0.044510386,188,441,0,0,8,10,1.25,0,0,2.75,2.921928095,0.111111111,37,0,0,1,7.724637681,0,7.507042254,0.88538206,-395,1,0,6.391304348,9.52173913,0,0.325461255,0.484870849,0.138745387,3.23E-05,0.000581427,3.28E-05,81447,0.000847177,0.006544133,0.016636586,0.008066595,0,0
554023026,21805,453,302,4093,3,0,0,0,1,1,28800,0,0,0,148,67.2373943,0,2,0.184779205,0,4,0.234262449,6,0.549953022,37132,45.61071093,0,18,0.232696524,858,281,0,0,10,9,0.9,0,0,2.921928095,2.725480557,0.842105263,64,0,1,1,0.666666667,0,0.663736264,0.4,604,1,0.006622517,0.620309051,9.035320088,0.000137583,0.012886953,0.187709241,0.039348773,8.47E-06,2.52E-05,1.07E-05,81447,0.005561899,0.003707933,0.267720112,0.050253539,3.68E-05,0
554193148,3530,271,253,562,2,0,0,0,1,1,-25200,0,0,1,147,55.8037537,0,2,0.038195588,0,6,0.106354956,7,0.557458018,35693,77.35758973,0,4,0.074086269,708,994,0,0,11,8,0.727272727,0,0,3.027169118,2.75,0.210526316,22,0,0,1,0.933579336,0,0.940520446,0.482824427,289,1,0.007380074,3.667896679,2.073800738,0.000566572,0.281586402,0.159206799,0.200566572,1.08E-05,0.00015792,2.10E-05,81439,0.003327644,0.00310662,0.043345326,0.006900871,2.46E-05,0
554242271,12288,164,397,5835,0,0,0,1,1,0,-18000,0,0,3,144,81.08863564,0,2,0.144982589,0,12,0.330800886,8,0.770813549,33163,82.04495093,0,3,0.215257993,1521,475,0,0,13,13,1,0,0,3.085055103,3.026986833,0.384615385,111,0,0,1,2.420731707,0,2.391566265,0.707664884,-69,1,0,2.896341463,35.57926829,0,0.038655599,0.474853516,0.123779297,1.18E-05,6.27E-05,1.75E-05,81437,0.002013827,0.004874934,0.150889645,0.071650478,0,0
555411470,17732,1013,693,9557,1,0,0,1,1,0,-1759.32341,0,0,4,152,70.03859322,0,1,0.018674136,0,5,0.114845938,9,0.792094616,10099,32.2875817,0,10,0.239340181,1716,633,0,2,11,12,1.090909091,0,0,2.913977073,3.251629167,0.782608696,112,0,0,1,0.684106614,0,0.682758621,0.406213365,1333,1,0.000987167,0.624876604,9.434353406,5.64E-05,0.035698173,0.538969095,0.096774194,1.05E-06,4.47E-05,1.35E-05,81402,0.012444412,0.008513304,0.217832486,0.117404978,1.23E-05,0
556451163,1116,777,296,82,4,0,0,1,1,1,-10800,0,0,0,152,78.74748399,0,1,0.193046661,0,7,0.453796889,4,0.806038426,530843,4549.321134,0,6,0.042086002,440,212,0,0,10,12,1.2,0,0,3.121928095,3.084962501,0.818181818,94,0,1,1,0.380952381,0,0.379974326,0.275862069,1258,1,0.005148005,0.272844273,0.105534106,0.003584229,0.189964158,0.073476703,0.394265233,0.000172981,0.000722257,3.77E-05,81376,0.00954827,0.003637436,0.013714117,0.001007668,4.92E-05,0
556585952,26826,584,424,8618,2,1,0,1,1,0,-25200,0,0,0,144,57.17617555,0,2,0.053918495,0,3,0.020376176,10,0.915673981,36813,180.7028213,0,21,1.078996865,1513,372,0,0,8,11,1.375,0,0,2.75,3.277613437,0.210526316,46,0,0,1,0.726027397,0,0.723549488,0.420634921,744,1,0.003424658,0.636986301,14.75684932,7.46E-05,0.013867144,0.321255498,0.056400507,2.01E-06,3.41E-05,4.02E-05,81369,0.00717718,0.00521083,0.329683295,0.105912571,2.46E-05,0
556604880,324,92,171,1538,1,0,0,0,1,0,32400,0,0,6,144,68.98422713,0,2,0.173501577,0,5,0.321766562,6,0.794952681,76461,460.9242902,0,21,0.255520505,73,136,0,0,3,9,3,0,0,1.584962501,1.891061112,0.5,89,0,0,1,1.858695652,0,1.819148936,0.650190114,13,1,0.010869565,1.47826087,16.7173913,0.00308642,0.419753086,4.74691358,0.225308642,0.000535499,0.002453558,0.000788644,81371,0.001130624,0.002101486,0.003981763,0.018901083,1.23E-05,0
557270190,20027,1497,2004,32479,3,0,0,1,1,1,10800,0,0,0,140,47.50567823,0,1,0.048895899,0,10,0.268769716,8,0.830914826,2755,11.08832808,0,9,0.257097792,1298,1011,0,0,8,10,1.25,0,0,2.25,3.321928095,0.111111111,123,0,0,1,1.338677355,0,1.336891261,0.572407883,990,1,0.002004008,0.675350701,21.69605878,0.000149798,0.05048185,1.621760623,0.064812503,2.44E-06,4.15E-05,1.28E-05,81355,0.018400836,0.024632782,0.246168029,0.399225616,3.69E-05,0
557639325,8435,131,78,3012,0,1,0,1,1,0,28800,0,0,2,144,60.12280702,0,2,0.044025157,0,5,0.406487918,7,0.427672956,37228,143.1794108,0,11,0.130420391,672,402,0,0,12,15,1.25,0,0,3.251629167,2.872905595,0.296296296,26,0,1,1,0.595419847,0,0.604651163,0.373205742,184,1,0,3.06870229,22.99236641,0,0.047658566,0.35708358,0.07966805,5.22E-06,5.07E-05,1.55E-05,81342,0.001610484,0.000958914,0.103697967,0.037028841,0,0
557910814,18838,129,670,8843,3,0,0,0,1,1,-18000,0,0,0,148,65.25454545,0,1,0.037596302,0,5,0.157781202,8,0.866255778,280956,305.0181818,0,4,0.211710324,947,1083,0,0,16,15,0.9375,0,0,3.25,2.523231429,0,160,0,1,1,5.19379845,0,5.114503817,0.838548185,-412,1,0.023255814,8.395348837,68.5503876,0.000159253,0.057490179,0.469423506,0.050270729,2.00E-06,4.60E-05,1.12E-05,81333,0.001586072,0.008237739,0.231615703,0.108725855,3.69E-05,0
558782771,7135,202,300,299,1,0,0,1,1,1,-10800,0,0,0,148,74.66550523,0,1,0.043712385,0,8,0.298384542,4,0.426354134,127052,295.9702249,0,10,0.151409566,379,648,0,0,15,13,0.866666667,0,0,3.506890596,3.026986833,0.357142857,27,0,1,1,1.485148515,0,1.5,0.597609562,104,1,0.004950495,3.207920792,1.48019802,0.000140154,0.090819902,0.041906097,0.05311843,6.13E-06,5.98E-05,2.12E-05,81310,0.002484319,0.003689583,0.087750584,0.003677284,1.23E-05,0
559351369,9920,761,353,7925,0,0,0,1,0,1,28800,0,0,0,148,44.13875896,0,1,0.030246336,0,4,0.059245401,8,0.816339258,1165300,2165.671344,0,36,1.010913626,1521,605,0,0,6,14,2.333333333,0,0,1.918295834,3.182005815,0.6,40,0,0,1,0.463863338,0,0.462647444,0.316876122,1169,1,0,0.79500657,10.41392904,0,0.060987903,0.798891129,0.153326613,3.05E-06,8.23E-05,0.000101907,81294,0.009361084,0.004342264,0.122026226,0.097485669,0,0
559486409,3126,376,318,1565,3,0,0,0,1,0,7200,0,0,0,149,62.7266289,0,1,0.064447592,0,14,0.199716714,10,0.817634561,3350109,1635.672096,0,27,0.328966006,984,1183,0,0,11,12,1.090909091,0,0,3.095795255,3.084962501,0.52173913,78,0,0,1,0.845744681,0,0.841269841,0.458213256,434,1,0.007978723,3.146276596,4.162234043,0.000959693,0.3784389,0.500639795,0.314779271,2.06E-05,0.000261559,0.000105235,81291,0.004625358,0.003911872,0.038454441,0.019251824,3.69E-05,0
560480786,21397,850,399,13703,0,0,0,1,1,0,-14400,0,0,0,148,52.05068871,0,1,0.030853994,0,6,0.020385675,4,0.639118457,353878,1405.539945,0,43,1.433608815,310,758,0,0,4,9,2.25,0,0,2,2.419381946,0.615384615,1,0,0,1,0.469411765,0,0.470518868,0.319455564,1301,1,0,0.891764706,16.12117647,0,0.035425527,0.640416881,0.014488012,1.44E-06,2.99E-05,6.70E-05,81261,0.010460122,0.004910104,0.263312044,0.168629478,0,0
560990422,5261,451,406,5188,3,0,0,1,1,1,28800,0,0,0,144,55.00466418,0,2,0.040733831,0,5,0.127487562,4,0.378731343,36346,55.79850746,0,36,0.314365672,620,118,0,0,5,9,1.8,0,0,1.921928095,2.113283334,0.571428571,95,0,1,1,0.900221729,0,0.904231626,0.473745624,496,1,0.006651885,0.261640798,11.50332594,0.000570234,0.022429196,0.986124311,0.117848318,7.74E-06,7.20E-05,5.98E-05,81245,0.005551111,0.004997231,0.064754754,0.063856237,3.69E-05,0
562035970,617,37,259,1,0,1,0,1,1,0,-1759.32341,0,0,0,140,63.52836305,0,2,0.787682334,0,4,0.124797407,2,0.032414911,2607,5.429497569,0,2,0.019448947,3,12,0,6,16,12,0.75,0,0,3.327819531,2.751629167,0.285714286,1,0,0,1,7,0,6.641025641,0.875,-185,0,0,0.324324324,0.027027027,0,0.019448947,0.001620746,0.004862237,0.001276633,5.25E-05,3.15E-05,81217,0.00045557,0.003188988,0.007596932,1.23E-05,0,0
563067334,96566,4955,4359,14265,48,0,0,0,1,0,10800,0,0,1,152,63.06334981,0,2,0.111248455,0,4,0.060568603,6,0.669962917,21898,174.31644,0,39,0.963226205,717,969,0,0,5,14,2.8,0,0,1.921928095,3.235926351,0.315789474,76,0,1,1,0.879717457,0,0.880072683,0.468005154,5551,1,0.009687185,0.19556004,2.878910192,0.000497069,0.010034588,0.147722801,0.007424974,1.15E-06,6.94E-06,9.97E-06,81189,0.061030435,0.053689539,1.189397578,0.175701142,0.000591213,0
563154848,36769,616,564,5216,2,0,0,1,1,1,-25200,0,0,0,148,49.35979836,0,2,0.055135476,0,4,0.121298047,11,0.720226843,103472,1501.321991,0,14,0.162570888,419,1541,0,0,2,9,4.5,0,0,1,2.503258335,0,101,0,1,1,0.915584416,0,0.912621359,0.477966102,668,1,0.003246753,2.501623377,8.467532468,5.44E-05,0.041910305,0.141858631,0.011395469,1.50E-06,1.96E-05,4.42E-06,81187,0.007587422,0.006946925,0.452892704,0.064246739,2.46E-05,0
563333511,86825,1050,145,134,35,0,0,1,1,0,-18000,0,0,0,155,56.14228146,0,3,0.083075015,0,6,0.106013639,9,0.94916305,50855,692.2678239,0,9,0.146311221,1555,720,0,0,9,12,1.333333333,0,0,2.947702779,3.418295834,0.380952381,45,0,0,1,0.138095238,0,0.138358779,0.121338912,1955,1,0.033333333,0.685714286,0.127619048,0.00040311,0.008292542,0.001543334,0.017909588,9.57E-07,1.09E-05,1.69E-06,81184,0.012933583,0.001786066,1.069484135,0.001650572,0.000431119,0
563452765,589,170,295,12,0,0,0,1,1,1,-14400,0,0,3,140,74.24048443,0,1,0.579584775,0,5,0.212802768,3,0.176470588,15946,133.683391,0,3,0.017301038,7,64,0,1,15,11,0.733333333,0,0,3.506890596,2.663532755,0.461538462,45,0,0,1,1.735294118,0,1.755952381,0.634408602,45,1,0,0.376470588,0.070588235,0,0.108658744,0.020373514,0.01188455,0.000984015,0.000299611,2.94E-05,81178,0.002094163,0.00363399,0.00725566,0.000147823,0,0
563781857,571,142,93,50,3,1,0,1,1,0,-1759.32341,0,0,18,147,112.877193,0,2,0.466666667,0,4,0.457894737,4,0.957894737,7342,54.36666667,0,4,0.094736842,235,133,0,0,14,11,0.785714286,0,0,3.378783493,2.913977073,0.88,80,0,1,1,0.654929577,0,0.664285714,0.395744681,191,1,0.021126761,0.936619718,0.352112676,0.00525394,0.232924694,0.087565674,0.411558669,0.00081728,0.001677574,0.000165914,81168,0.001749458,0.001145772,0.007034792,0.000616006,3.70E-05,0
563875863,9505,1519,462,2777,4,0,0,1,1,1,25200,0,0,7,148,78.88075965,0,2,0.319115816,0,5,0.363947696,9,1.03860523,15237,454.233188,0,57,1.127646326,673,1087,0,0,11,14,1.272727273,0,0,2.913977073,3.235926351,0.72,146,0,1,1,0.304147465,0,0.304548451,0.233215548,2576,1,0.002633311,0.71560237,1.828176432,0.000420831,0.114360863,0.29216202,0.07080484,3.36E-05,0.000109269,0.000118637,81168,0.018714272,0.005691898,0.117102799,0.03421299,4.93E-05,0
564336147,30062,319,198,19857,13,0,0,0,0,0,-25200,0,0,0,148,62.29020333,0,1,0.036044362,0,7,0.057917437,6,0.714109673,14003,85.4168207,0,27,0.402033272,1792,366,1,0,18,10,0.555555556,0,0,3.683542362,3.121928095,0.357142857,34,0,1,1,0.620689655,0,0.624605678,0.382978723,440,1,0.040752351,1.147335423,62.2476489,0.00043244,0.012174839,0.660534895,0.059610139,1.20E-06,2.38E-05,1.34E-05,81156,0.003930701,0.002439746,0.370422396,0.244676919,0.000160185,0
565337747,4242,1582,1500,2675,2,0,0,1,1,1,28800,0,0,4,147,72.89587921,0,3,0.076753696,0,11,0.445737653,7,1.001572822,1165321,3312.521233,0,5,0.080528468,484,1952,0,0,17,12,0.705882353,0,0,3.499227547,3.188721876,0.620689655,110,0,1,1,0.948166877,0,0.949367089,0.48669695,1664,1,0.001264223,1.233881163,1.690897598,0.000471476,0.460160302,0.630598774,0.114097124,1.81E-05,0.000236109,1.90E-05,81125,0.01950077,0.018489985,0.052289676,0.032973806,2.47E-05,0
566057640,16957,1192,113,11172,8,0,0,1,0,0,-14400,0,0,0,152,49.78838431,0,1,0.033673154,0,3,0.021007105,7,0.563484708,530845,1986.957368,0,350,0.18721038,1236,412,0,0,4,12,3,0,0,2,2.918295834,0.375,1,0,0,1,0.094798658,0,0.094639866,0.086590038,2271,1,0.006711409,0.345637584,9.372483221,0.000471782,0.024296751,0.658842956,0.072890252,1.99E-06,3.32E-05,1.10E-05,81107,0.014696635,0.001393221,0.209069501,0.137743968,9.86E-05,0
566099034,1448,93,500,372,0,0,0,1,1,0,28800,0,0,0,160,77.79872881,0,2,0.312853107,0,5,0.212570621,8,0.904661017,22838,130.9689266,0,3,0.042372881,319,579,0,1,15,13,0.866666667,0,0,3.189898095,3.026986833,0.857142857,105,0,1,1,5.376344086,0,5.263157895,0.84317032,-314,1,0,6.225806452,4,0,0.399861878,0.256906077,0.220303867,0.000216059,0.000624766,2.93E-05,81105,0.001146662,0.006164848,0.0178534,0.004586647,0,0
566109750,21801,2143,666,10006,3,0,0,1,1,1,-39600,0,0,0,148,49.80833596,0,1,0.004104831,0,2,0.005999368,3,0.477107673,182444,730.8645406,0,57,0.666561415,767,918,0,0,7,9,1.285714286,0,0,2.521640636,2.419381946,0,7,0,0,1,0.310779281,0,0.311069594,0.237095052,3620,1,0.001399907,0.428371442,4.66915539,0.000137608,0.04210816,0.458969772,0.035181872,1.88E-07,2.19E-05,3.06E-05,81105,0.026422539,0.008211578,0.268799704,0.123370939,3.70E-05,0
566576689,6569,391,147,9136,0,0,0,1,1,0,-1759.32341,0,0,0,148,49.37027708,0,1,0.04534005,0,1,0.01070529,5,0.954345088,137173,876.0733627,0,11,0.652707809,1346,972,0,0,2,12,6,0,0,1,3.418295834,0.285714286,33,0,1,1,0.375959079,0,0.377892031,0.273234201,635,1,0,2.485933504,23.3657289,0,0.147967727,1.390774852,0.204901812,6.90E-06,0.00014528,9.94E-05,81092,0.004821684,0.001812756,0.081006758,0.112662161,0,0
566807971,1090,179,271,710,0,0,0,0,1,0,-14400,0,0,0,144,60.5802583,0,1,0.020295203,0,4,0.320110701,5,0.404059041,76461,262.6060886,0,15,0.611623616,157,185,0,2,14,15,1.071428571,0,0,3.235926351,3.373557262,0.896551724,42,0,0,1,1.51396648,0,1.531073446,0.602222222,87,1,0,1.033519553,3.966480447,0,0.169724771,0.651376147,0.144036697,1.86E-05,0.000370696,0.000561123,81086,0.002207533,0.003342131,0.013442518,0.008756135,0,0
567591601,4652,232,174,2218,0,0,0,1,1,0,-18000,0,0,0,148,60.26691103,0,1,0.05164945,0,3,0.052982339,4,0.664445185,370086,2618.884705,0,5,0.278240586,266,1655,0,0,4,9,2.25,0,0,1,2.947702779,0.461538462,10,0,0,1,0.75,0,0.743589744,0.428571429,290,1,0,7.13362069,9.560344828,0,0.355760963,0.476784179,0.057179708,1.11E-05,0.00014283,5.98E-05,81065,0.002861901,0.002146426,0.057386048,0.02736076,0,0
567764993,1116,49,80,257,0,0,0,1,1,1,10800,0,0,3,140,55.3740942,0,1,0.129528986,0,4,0.031702899,10,0.923913043,96213,204.2110507,0,6,0.328804348,578,187,0,0,7,7,1,0,0,2.521640636,2.521640636,1,113,0,0,1,1.632653061,0,1.568627451,0.620155039,18,0,0,3.816326531,5.244897959,0,0.167562724,0.230286738,0.517921147,0.000116065,0.000827879,0.000294628,81061,0.000604483,0.000986911,0.01376741,0.003170452,0,0
568015457,14412,137,177,1632,0,0,0,0,0,0,28800,0,0,3,140,47.5202473,0,2,0.039567233,0,7,0.022565688,8,0.804327666,24879,92.11097372,0,8,0.380216383,1958,373,0,0,16,10,0.625,0,0,3.625,2.846439345,0.230769231,138,0,1,1,1.291970803,0,1.273381295,0.563694268,97,1,0,2.722627737,11.91240876,0,0.02588121,0.113238968,0.135859006,2.75E-06,5.58E-05,2.64E-05,81054,0.001690231,0.002183729,0.177807388,0.020134725,0,0
568388087,11859,348,317,1297,0,0,0,0,1,0,-14400,0,0,0,152,54.63717949,0,1,0.138461538,0,3,0.053205128,6,0.591025641,450317,518.3535256,0,7,0.280769231,947,714,0,1,10,9,0.9,0,0,3.321928095,3.169925001,0.842105263,1,0,0,1,0.91091954,0,0.905714286,0.476691729,379,1,0,2.051724138,3.727011494,0,0.060207437,0.109368412,0.079854962,1.17E-05,4.98E-05,2.37E-05,81046,0.004293858,0.003911359,0.14632431,0.016003257,0,0
568841497,3681,184,166,869,0,1,0,1,1,0,-1759.32341,0,0,0,144,44.97790586,0,1,0.028818444,0,4,0.065321806,5,0.450848543,450318,498.2990714,0,10,0.317323087,622,510,0,0,5,14,2.8,0,0,1.921928095,3.378783493,0.210526316,49,0,0,1,0.902173913,0,0.892473118,0.474285714,202,1,0,2.77173913,4.722826087,0,0.138549307,0.236077153,0.168975822,7.83E-06,0.00012248,8.62E-05,81033,0.00227068,0.002048548,0.045425938,0.010724026,0,0
571300130,5136,442,289,2759,1,0,0,1,1,1,-1759.32341,0,0,0,144,64.2661802,0,2,0.065989848,0,4,0.125634518,7,0.879758883,160294,928.9064086,0,99,1.37214467,932,1114,0,0,6,15,2.5,0,0,2.584962501,2.973557262,0.285714286,73,0,0,1,0.653846154,0,0.656818182,0.395348837,595,1,0.002262443,2.520361991,6.242081448,0.000194704,0.216900312,0.537188474,0.181464174,1.28E-05,0.000171293,0.000267162,80966,0.005459082,0.0035694,0.063434034,0.034076032,1.24E-05,0
